NEIGHBORID,Pet,Pet_tag,StoreCard,No_transaction,LTD,FTD,Net_Amount,No_transaction_last_sixmonth,Tenure_days,Avg_diff_btw_trans,Recency,Tenure_FTD_days,Avg_no_transaction_sixmonth,No_Coupon_Trans,LTV_margin,marketinghomestoreid,Percent_change_tenure,Segment
473451,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,114,2018-01-11,2015-08-03,4921.27,23,892,7.82456,12,904,22.69912,8,1603.2864,28,1.32554,A1
2108379,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,93,2018-01-12,2015-07-31,1892.23,29,896,9.63441,11,907,18.45645,15,848.7527,120,57.12664,A1
2133979,Small Animal,5,False,19,2018-01-13,2017-04-23,260.28,17,265,13.94737,10,275,12.43636,0,145.84,212,36.69591,A2
2148770,"Bird,Dog,Fish,Small Animal,Wild Bird",5,False,89,2018-01-12,2015-07-27,6276.41,19,900,10.11236,11,911,17.58507,11,3048.65743,9056,8.04619,A1
2194328,"Cat,Small Animal",5,False,21,2017-12-30,2017-04-29,481.29,16,245,11.66667,24,269,14.05204,2,211.93,51,13.86243,A1
2194427,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,83,2018-01-11,2015-08-01,2666.96,17,894,10.77108,12,906,16.49007,11,1175.3708,141,3.09237,A1
2217030,"Fish,Reptile",5,False,77,2018-01-08,2016-09-30,555.82,23,465,6.03896,15,480,28.875,0,311.2,14,-20.34632,A2
871803,"Cat,Wild Bird",5,False,95,2018-01-01,2015-08-01,6031.1,17,884,9.30526,22,906,18.87417,9,1302.0479,72,-9.92982,A1
2269198,"Cat,Dog,Small Animal,Wild Bird",4,False,125,2018-01-10,2015-07-27,3473.66,29,898,7.184,13,911,24.69813,5,1164.64794,83,17.41778,A1
8780463,"Bird,Fish,Reptile,Small Animal",5,False,16,2018-01-13,2017-10-05,656.49,16,100,6.25,10,110,26.18182,0,285.17,4012,-38.88889,A1
8783070,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,43,2018-01-12,2017-10-06,564.23,43,98,2.27907,11,109,71.00917,5,230.3,9022,-39.44444,A1
8843754,"Bird,Cat,Dog,Reptile,Small Animal",4,False,19,2018-01-12,2017-10-25,417.9,19,79,4.15789,11,90,38.0,0,213.21,4085,-50.0,A1
8898451,"Bird,Cat,Dog,Fish,Small Animal",4,False,38,2017-11-02,2015-08-03,840.15,16,822,21.63158,82,904,7.56637,0,406.18,9012,111.46199,A2
947747,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,74,2018-01-11,2016-05-24,1174.55,31,597,8.06757,12,609,21.87192,5,276.2832,114,41.73423,A2
959143,"Cat,Dog,Small Animal,Wild Bird",4,False,117,2018-01-09,2015-07-27,2699.57,28,897,7.66667,14,911,23.11745,10,864.35826,204,21.12061,A1
959471,"Dog,Reptile,Small Animal",5,False,43,2018-01-11,2015-07-26,2257.0,18,900,20.93023,12,912,8.48684,5,1072.9412,9058,112.09302,A1
2351059,"Dog,Fish,Reptile,Small Animal,Wild Bird",5,False,90,2018-01-10,2017-03-26,1247.68,45,290,3.22222,13,303,53.46535,16,712.79,4082,-15.83333,A1
2392590,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,48,2018-01-08,2015-08-19,2228.15,16,873,18.1875,15,888,9.72973,2,568.663,7012,64.44444,A2
6559893,"Bird,Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,53,2018-01-08,2016-12-24,942.24,29,380,7.16981,15,395,24.1519,2,455.05,4055,20.07338,A1
6571496,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,84,2017-12-30,2015-08-21,1901.98,17,862,10.2619,24,886,17.06546,5,509.48951,9031,-0.3836,A2
664420,"Bird,Cat",5,False,95,2018-01-09,2015-07-31,2281.9,16,893,9.4,14,907,18.85336,15,762.29845,59,-15.1345,A1
6713701,"Bird,Cat,Dog,Small Animal",4,False,46,2018-01-13,2016-11-29,2560.04,27,410,8.91304,10,420,19.71429,25,871.87,4042,36.95652,A1
6787367,"Bird,Cat,Dog,Fish",4,False,79,2018-01-12,2016-06-20,4292.89,17,571,7.22785,11,582,24.43299,3,2359.44,4028,-30.42194,A1
6808459,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,27,2018-01-09,2016-05-20,2700.2,17,599,22.18519,14,613,7.92822,4,988.34,248,114.42387,A1
6857732,"Cat,Dog,Small Animal,Wild Bird",4,False,65,2017-12-14,2015-08-10,3217.38,16,857,13.18462,40,897,13.04348,4,1188.9972,9044,22.66667,A1
6862754,"Bird,Dog,Reptile,Small Animal,Wild Bird",5,False,53,2018-01-12,2016-10-10,1797.58,26,459,8.66038,11,470,20.29787,2,962.95,9014,28.09224,A1
3157743,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,74,2017-12-26,2015-08-03,1833.28,32,876,11.83784,28,904,14.73451,14,568.525,248,117.17718,A2
3219381,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,175,2018-01-03,2015-08-04,4249.68,21,883,5.04571,20,903,34.88372,3,1657.74168,224,-39.8,A1
3221725,"Cat,Dog,Fish,Wild Bird",4,False,136,2018-01-13,2015-08-04,6773.2,25,893,6.56618,10,903,27.10963,10,1387.55891,195,-7.78186,A1
3321662,"Bird,Dog,Fish,Reptile,Small Animal,Wild Bird",5,False,36,2018-01-05,2015-07-31,432.0,17,889,24.69444,18,907,7.14443,4,185.73853,120,137.94753,A2
3321869,"Bird,Cat,Dog,Wild Bird",4,False,135,2018-01-06,2015-07-31,5702.76,33,890,6.59259,17,907,26.79162,39,1386.5447,9030,23.17284,A1
5038661,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,102,2018-01-12,2015-07-31,4439.78,18,896,8.78431,11,907,20.24256,17,609.6115,4055,-11.07843,A2
5041713,"Bird,Dog,Fish,Reptile,Small Animal,Wild Bird",5,False,58,2018-01-05,2015-08-20,2029.76,17,869,14.98276,18,887,11.77001,0,951.17828,62,44.43487,A1
5092430,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,69,2018-01-12,2015-08-15,2240.46,18,881,12.76812,11,892,13.92377,11,498.1937,145,29.27536,A2
5141914,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,96,2018-01-11,2016-05-02,1741.44,17,619,6.44792,12,631,27.3851,1,813.86262,227,-37.92245,A1
5186980,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,73,2018-01-02,2015-07-26,4180.7,17,891,12.20548,21,912,14.40789,14,1766.30979,51,17.99087,A1
5266327,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,72,2018-01-05,2015-07-31,1273.42,16,889,12.34722,18,907,14.28886,0,448.0066,228,11.97531,A2
5295355,"Bird,Cat,Dog,Fish",4,False,79,2018-01-09,2015-08-13,4992.29,17,880,11.13924,14,894,15.90604,1,1183.9024,240,6.87764,A1
5308523,"Cat,Dog,Small Animal,Wild Bird",4,False,106,2018-01-10,2015-07-28,1608.67,18,897,8.46226,13,910,20.96703,0,381.90484,8050,-14.15094,A2
535822,"Bird,Cat,Dog,Fish,Reptile",4,False,40,2018-01-05,2015-11-21,820.15,16,776,19.4,18,794,9.06801,1,543.98409,115,76.44444,A2
5372453,"Cat,Dog,Fish,Wild Bird",4,False,47,2018-01-10,2015-08-04,982.8,18,890,18.93617,13,903,9.36877,1,462.3412,98,92.12766,A2
5401864,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,47,2018-01-13,2016-11-05,754.89,22,434,9.23404,10,444,19.05405,6,281.71,4062,15.46099,A2
351569,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,146,2017-12-20,2015-07-27,4478.17,17,877,6.00685,34,911,28.84742,31,931.90549,41,-41.06925,A1
3526308,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,173,2018-01-04,2015-09-29,3487.26,38,828,4.78613,19,847,36.76505,10,839.52792,8049,3.35902,A1
3563762,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,174,2018-01-04,2015-07-27,5125.91,22,892,5.12644,19,911,34.3798,52,1127.18504,68,-36.00894,A1
3575133,"Cat,Dog,Fish,Wild Bird",4,False,161,2018-01-09,2015-08-06,6412.35,33,887,5.50932,14,901,32.16426,37,1895.1096,141,2.59834,A1
3581913,"Bird,Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,44,2018-01-12,2016-06-25,2013.85,30,566,12.86364,11,577,13.72617,1,910.5645,4039,118.56061,A1
3680386,"Bird,Cat,Dog,Wild Bird",4,False,72,2018-01-12,2015-08-22,2149.03,19,874,12.13889,11,885,14.64407,25,403.0249,7006,29.74537,A2
3748973,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,68,2017-12-20,2015-08-07,4513.31,22,866,12.73529,34,900,13.6,4,2086.4609,57,61.76471,A1
3807543,"Cat,Wild Bird",5,False,69,2018-01-02,2015-08-27,855.57,17,859,12.44928,21,880,14.11364,2,207.3796,9049,20.45089,A2
386909,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,160,2018-01-03,2015-10-26,8720.76,31,800,5.0,20,820,35.12195,13,3372.28064,227,-11.73611,A1
1002470,"Bird,Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,49,2017-12-28,2015-08-13,759.92,16,868,17.71429,26,894,9.86577,2,214.4925,44,62.17687,A2
100608,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,148,2018-01-08,2016-10-19,4231.57,23,446,3.01351,15,461,57.78742,30,1705.45,9059,-60.19895,A1
1017237,"Bird,Cat,Dog,Fish,Small Animal",4,False,31,2017-11-19,2016-01-25,823.86,21,664,21.41935,65,729,7.65432,7,373.4,222,174.35484,A2
1054673,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,69,2018-01-08,2015-07-29,1289.54,20,894,12.95652,15,909,13.66337,0,478.8657,4116,46.37681,A2
1054727,"Bird,Cat,Dog,Reptile,Small Animal",4,False,62,2017-12-23,2015-08-02,1553.55,17,874,14.09677,31,905,12.33149,0,858.7131,20,37.85842,A1
6989442,"Bird,Cat,Dog,Wild Bird",4,False,69,2018-01-06,2015-08-09,1830.2,19,881,12.76812,17,898,13.83073,1,681.8298,7004,37.3752,A1
107352,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,103,2018-01-07,2015-07-30,2207.87,28,892,8.66019,16,908,20.4185,25,850.6884,25,37.13053,A1
5491518,"Bird,Cat,Dog,Fish,Reptile",4,False,70,2018-01-11,2016-02-16,513.56,27,695,9.92857,12,707,17.82178,31,339.92018,102,51.5,A2
5492335,"Cat,Dog,Fish,Wild Bird",4,False,59,2017-12-13,2015-08-19,1312.69,18,847,14.35593,41,888,11.95946,0,190.1548,223,50.50847,A2
5521474,"Cat,Dog,Fish,Wild Bird",4,False,139,2018-01-10,2015-07-29,4122.91,24,896,6.44604,13,909,27.52475,19,1518.447,8,-12.80576,A1
5537047,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,154,2018-01-13,2015-08-01,5549.53,29,896,5.81818,10,906,30.59603,33,925.401,216,-5.21645,A1
5576682,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,103,2018-01-12,2015-07-29,3300.05,22,898,8.71845,11,909,20.39604,17,702.4653,128,7.86408,A1
558965,"Bird,Cat,Dog,Fish,Small Animal",4,False,168,2018-01-05,2015-07-31,431.41,31,889,5.29167,18,907,33.34068,0,148.00371,4101,-7.0205,A2
389251,"Bird,Cat,Dog,Wild Bird",4,False,126,2018-01-12,2015-08-06,4853.71,24,890,7.06349,11,901,25.17203,39,1273.21373,174,-4.65608,A1
